_unit_id,_golden,_canary,_unit_state,_trusted_judgments,_last_judgment_at,choose_path,choose_path:confidence,end,path_1,path_2,path_3,path_4,path_5,start
414407463,false,,finalized,5,2/15/2014 21:14:31,"-&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;Process for continuous rice cooking by steaming and apparatus therefor -&gt;Process for producing a quick-cooking rice -&gt;",0.6,Food or Edible Material  Processes Compositions and Products,"-&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;Processor for continuously cooking grains -&gt;Process for producing a quick-cooking rice -&gt;","-&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;","-&gt;Automatic noodle cooker -&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;","-&gt;Automatic noodle cooker -&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;Process for continuous rice cooking by steaming and apparatus therefor -&gt;Process for producing a quick-cooking rice -&gt;","-&gt;Machine for the rapid and automatic cooking of foodstuffs, particularly -&gt;Automatic and continuous rice cooking system -&gt;Process for continuous rice cooking by steaming and apparatus therefor -&gt;Process for producing a quick-cooking rice -&gt;",Apparatus for the discontinuous preparation of portioned pasta products 
414407464,false,,finalized,5,2/15/2014 21:14:12,-&gt;Methods for increasing uridine levels with L-nucleosides -&gt;5-benzyl barbiturate derivatives -&gt;,0.8,Organic Compounds  Part of the Class 532570 Series,-&gt;Methods for increasing uridine levels with L-nucleosides -&gt;5-benzyl barbiturate derivatives -&gt;2-Substituted arabinofuranosyl nucleosides and nucleotides -&gt;,"-&gt;Therapeutic nucleosides -&gt;2',3'-dideoxy-5-substituted uridines and related compounds as antiviral -&gt;","-&gt;5-benzyl barbiturate derivatives -&gt;2',3'-dideoxy-5-substituted uridines and related compounds as antiviral -&gt;",-&gt;Methods for increasing uridine levels with L-nucleosides -&gt;5-benzyl barbiturate derivatives -&gt;,"-&gt;Therapeutic nucleosides -&gt;2',3'-dideoxy-5-substituted uridines and related compounds as antiviral -&gt;2-Substituted arabinofuranosyl nucleosides and nucleotides -&gt;",Methods and compositions for inhibiting uridine secretion 
414407465,false,,finalized,5,2/15/2014 21:13:01,-&gt;Coded aperture light detector for three dimensional camera -&gt;Swept aperture flying spot profiler -&gt;Apparatus and method for sensing distance -&gt;Automatic focusing device -&gt;Focus detecting apparatus -&gt;Sonar controlled lens focus apparatus -&gt;,0.4,Photography,-&gt;Multiple channel optical flying spot triangulation ranger system -&gt;Coded aperture light detector for three dimensional camera -&gt;Digital auto focus system utilizing a photodetector array -&gt;,-&gt;Coded aperture light detector for three dimensional camera -&gt;Digital auto focus system utilizing a photodetector array -&gt;,-&gt;Variable depth range camera -&gt;Coded aperture light detector for three dimensional camera -&gt;Digital auto focus system utilizing a photodetector array -&gt;,-&gt;Multiple channel optical flying spot triangulation ranger system -&gt;Swept aperture flying spot profiler -&gt;Apparatus and method for sensing distance -&gt;Distance detecting device -&gt;,-&gt;Coded aperture light detector for three dimensional camera -&gt;Swept aperture flying spot profiler -&gt;Apparatus and method for sensing distance -&gt;Automatic focusing device -&gt;Focus detecting apparatus -&gt;Sonar controlled lens focus apparatus -&gt;,Optical fiber based sensor for a variable depth range camera 
414407466,false,,finalized,5,2/15/2014 21:13:15,-&gt;Record carrier having an optically readable information structure -&gt;Optical record carrier and apparatus for reading it -&gt;High density video disk having two pit depths -&gt;,0.4,Dynamic Information Storage or Retrieval,-&gt;Compatible optical disk -&gt;Information recording medium having Al-Ti alloy reflective layer -&gt;Metallized information carrying discs -&gt;,-&gt;Record carrier having an optically readable information structure -&gt;Optical record carrier and apparatus for reading it -&gt;High density video disk having two pit depths -&gt;,-&gt;Record carrier having an optically readable information structure -&gt;Optical record carrier and apparatus for reading it -&gt;High density video disk having two pit depths -&gt;,-&gt;Optical information storage medium having grooves and pits with specific -&gt;Method and apparatus for composite tracking servo system with track -&gt;Record carrier containing information in an optically readable radiation -&gt;High density video disk having two pit depths -&gt;,-&gt;Record carrier having an optically readable information structure -&gt;Optical record carrier and apparatus for reading it -&gt;Record carrier containing information in an optically readable radiation -&gt;High density video disk having two pit depths -&gt;,Recordable optical disk and method of manufacturing the same 
414407467,false,,finalized,5,2/15/2014 21:14:08,-&gt;Internally slotted fire seal -&gt;Fire resistant seals -&gt;Fire resistant seals -&gt;Smoke stop for doors -&gt;,0.6,Movable or Removable Closures,-&gt;Internally slotted fire seal -&gt;Fire resistant seals -&gt;Fire resistant seals -&gt;Smoke stop -&gt;,-&gt;Internally slotted fire seal -&gt;Fire resistant seals -&gt;,-&gt;Internally slotted fire seal -&gt;Fire resistant seals -&gt;Fire resistant seals -&gt;Smoke stop for doors -&gt;,-&gt;Inspection cover arrangement -&gt;Fire resistant dual layer bimetallic door frame -&gt;Smoke stop for doors -&gt;,-&gt;Internally slotted fire seal -&gt;Fire resistant seals -&gt;,Firecode access panel 
414407468,false,,finalized,5,2/15/2014 21:13:44,-&gt;Hydraulic shock absorber -&gt;Shock absorbing subassembly -&gt;,0.6,Shock absorber for well drilling pipe ,-&gt;Hydraulic shock absorber -&gt;Drill string shock absorber -&gt;Drill string splined resilient tubular telescopic joint for balanced -&gt;,-&gt;Vibration isolator and shock absorber device with conical disc springs -&gt;Shock absorber assembly -&gt;,-&gt;Hydraulic shock absorber -&gt;Roller Belleville spring damper -&gt;,-&gt;Drill string splined resilient tubular telescopic joint for balanced -&gt;,-&gt;Hydraulic shock absorber -&gt;Shock absorbing subassembly -&gt;,Tool for maintaining wellbore penetration 
414407469,false,,finalized,5,2/15/2014 21:43:27,-&gt;Color photographic light-sensitive material -&gt;Silver halide photographic light-sensitive material suitable for rapid -&gt;Photographic light-sensitive material containing phenolic couplers and -&gt;Silver halide photographic light-sensitive material -&gt;,0.6,Light-sensitive silver halide color photographic material ,-&gt;Silver halide photographic light-sensitive material with excellent color -&gt;Silver halide photographic light-sensitive material -&gt;Silver halide photographic light-sensitive material -&gt;,-&gt;Silver halide color photographic materials -&gt;Color photographic light-sensitive material -&gt;Silver halide color photographic light-sensitive material -&gt;Silver halide color photographic materials -&gt;,-&gt;Color photographic light-sensitive material -&gt;Silver halide photographic light-sensitive material suitable for rapid -&gt;Photographic light-sensitive material containing phenolic couplers and -&gt;Silver halide photographic light-sensitive material -&gt;,-&gt;Silver halide photographic light-sensitive material with excellent color -&gt;Photographic light-sensitive material containing phenolic couplers and -&gt;Silver halide photographic light-sensitive material -&gt;,-&gt;Color photographic light-sensitive material -&gt;Photographic light-sensitive material containing phenolic couplers and -&gt;Silver halide photographic light-sensitive material -&gt;,Silver halide color photographic light sensitive material 
414407470,false,,finalized,6,2/15/2014 21:13:19,-&gt;Method of manufacturing insulated via hole structure for semiconductor -&gt;Structure for a substrate tap in a bipolar structure -&gt;Method of trench filling -&gt;Dynamic ram cell with MOS trench capacitor in CMOS -&gt;Fabrication of moat resistor ram cell utilizing polycrystalline -&gt;,0.3333,Semiconductor Device Manufacturing Process,-&gt;Method of making a semiconductor device including via holes -&gt;Two-terminal semiconductor diode arrangement -&gt;Acoustic storage device intended in particular for the correlation of -&gt;Low parasitic capacitance and resistance beamlead semiconductor -&gt;Semiconductor Device Manufacturing Process-&gt;,-&gt;Method for producing semiconductor chips -&gt;Process for forming extremely thin edge-connectable integrated circuit -&gt;Double sided hybrid mosaic focal plane -&gt;Method of making silicon-insulator-polysilicon infrared imaging device -&gt;Semiconductor Device Manufacturing Process-&gt;,-&gt;Method of manufacturing insulated via hole structure for semiconductor -&gt;Structure for a substrate tap in a bipolar structure -&gt;Method of trench filling -&gt;Dynamic ram cell with MOS trench capacitor in CMOS -&gt;Fabrication of moat resistor ram cell utilizing polycrystalline -&gt;,-&gt;Method of manufacturing insulated via hole structure for semiconductor -&gt;Method for forming variable width isolation structures -&gt;Lateral device structures using self-aligned fabrication techniques -&gt;Self-aligned metal process for integrated injection logic integrated -&gt;Method for making a bipolar transistor structure utilizing -&gt;Semiconductor device having a miniature junction area and process for -&gt;,-&gt;Method for producing semiconductor chips -&gt;Process for forming extremely thin edge-connectable integrated circuit -&gt;Method of making edge-connected integrated circuit structure -&gt;Double sided hybrid mosaic focal plane -&gt;Method of making silicon-insulator-polysilicon infrared imaging device -&gt;Semiconductor Device Manufacturing Process-&gt;,Semiconductor device with plated heat sink 
414407471,false,,finalized,5,2/15/2014 21:14:31,-&gt;Paint roller tray and ladder attachment -&gt;Ladder accessories -&gt;Ladder tray -&gt;Ladder-mountable device -&gt;,0.4,Supports,-&gt;Paint roller tray and ladder attachment -&gt;Accessory container for ladder -&gt;Adjustable implement holder for stepladders -&gt;Adjustable implement holder for stepladders -&gt;Paint tray support -&gt;,-&gt;Paint roller tray and ladder attachment -&gt;Tray for holllow-rung ladders -&gt;Paint can holder for hollow rung ladders -&gt;Ladder caddy -&gt;Paint can and accessory holder -&gt;,-&gt;Paint roller tray and ladder attachment -&gt;Tray for holllow-rung ladders -&gt;Tray for use with ladders -&gt;Ladder-mountable device -&gt;,-&gt;Paint roller tray and ladder attachment -&gt;Ladder accessories -&gt;Ladder tray -&gt;Ladder-mountable device -&gt;,-&gt;Paint roller tray and ladder attachment -&gt;Accessory container for ladder -&gt;Detachable tray for stepladders -&gt;Adjustable implement holder for stepladders -&gt;Paint tray support -&gt;,Attachment for a ladder 
414407472,false,,finalized,5,2/15/2014 21:43:27,"-&gt;Method for controlling and supervising etching processes -&gt;Method of controlling dry etching by applying an AC voltage to the -&gt;Variable duty cycle, multiple frequency, plasma reactor -&gt;Independently variably controlled pulsed R.F. plasma chemical vapor -&gt;Method for process control of a plasma reaction -&gt;Method for end point detection during plasma etching -&gt;",0.2,Method for regulating evaporating rate and layer build up in the ,"-&gt;Method for controlling and supervising etching processes -&gt;Method of controlling dry etching by applying an AC voltage to the -&gt;Variable duty cycle, multiple frequency, plasma reactor -&gt;Independently variably controlled pulsed R.F. plasma chemical vapor -&gt;Method for process control of a plasma reaction -&gt;Method for end point detection during plasma etching -&gt;",-&gt;Etching method and apparatus -&gt;Method for end point detection during plasma etching -&gt;,-&gt;Method for controlling and supervising etching processes -&gt;Method of controlling dry etching by applying an AC voltage to the -&gt;Method for fabricating devices with DC bias-controlled reactive ion -&gt;Apparatus for controlling a plasma reaction -&gt;End point detection in etching wafers and the like -&gt;,-&gt;Method for controlling and supervising etching processes -&gt;Method of controlling dry etching by applying an AC voltage to the -&gt;Method for fabricating devices with DC bias-controlled reactive ion -&gt;Apparatus for controlling a plasma reaction -&gt;End point detection in etching wafers and the like -&gt;Method for end point detection during plasma etching -&gt;,-&gt;Method for controlling and supervising etching processes -&gt;Method of controlling dry etching by applying an AC voltage to the -&gt;Method for fabricating devices with DC bias-controlled reactive ion -&gt;Apparatus for controlling a plasma reaction -&gt;Plasma development process controller -&gt;Method for end point detection during plasma etching -&gt;,Plasma treatment method 
414407473,false,,finalized,5,2/15/2014 21:14:20,"-&gt;Injection device for injection, especially self-administered injection, -&gt;Disposable syringe -&gt;Adjustable dosage syringe -&gt;",0.4,Surgery,-&gt;Medication delivery pen having improved dose delivery features -&gt;Disposable syringe -&gt;Adjustable dosage syringe -&gt;,-&gt;Reusable medication delivery pen -&gt;Disposable syringe -&gt;Adjustable dosage syringe -&gt;,-&gt;Dispensing device -&gt;Disposable syringe -&gt;Adjustable dosage syringe -&gt;,"-&gt;Injection device for injection, especially self-administered injection, -&gt;Disposable syringe -&gt;Adjustable dosage syringe -&gt;",-&gt;Reusable medication delivery pen -&gt;Injection device -&gt;Disposable syringe -&gt;Adjustable dosage syringe -&gt;,Manifold medication injection apparatus and method 
414407474,false,,finalized,5,2/15/2014 21:14:08,-&gt;Plasma addressed electro-optical device with non-continuous barrier ribs -&gt;Plasma display panel -&gt;Plasma display panel arranged with auxiliary electrode -&gt;,0.6,Electric Lamp and Discharge Devices,-&gt;Plasma addressed electro-optical device with non-continuous barrier ribs -&gt;Plasma display panel -&gt;Plasma display panel arranged with auxiliary electrode -&gt;,-&gt;Plasma display panel -&gt;Plasma display panel arranged with auxiliary electrode -&gt;,-&gt;Plasma addressed electro-optical device with non-continuous barrier ribs -&gt;Plasma display panel -&gt;Plasma display panel arranged with auxiliary electrode -&gt;,-&gt;Electro-optical device -&gt;Plasma display panel with arc-shaped cathodes -&gt;DC Type gas discharge display panels -&gt;,-&gt;Electro-optical device -&gt;Plasma display panel with arc-shaped cathodes -&gt;DC Type gas discharge display panels -&gt;,Method for manufacturing a plasma-addressed display device 
414407475,false,,finalized,5,2/15/2014 21:13:44,-&gt;Electrically-conducting adhesion-promoters -&gt;Device for packaging a lithium battery -&gt;Composite and flexible anodes for lithium cells in non-aqueous medium -&gt;,0.4,Chemistry  Electrical Current Producing Apparatus Product and Process,-&gt;Anode coating for lithium cell -&gt;Coated anode for lithium halogen cells -&gt;Lithium-iodine battery having coated anode -&gt;,-&gt;Radiation cured solid electrolytes and electrochemical devices employing -&gt;Electrochemical generators for producing current and new materials for -&gt;,-&gt;Composite and flexible anodes for lithium cells in non-aqueous medium -&gt;Electrochemical generators for producing current and new materials for -&gt;,-&gt;Badiation cured solid electrolytes and electrochemical devices employing -&gt;Electrochemical generators for producing current and new materials for -&gt;,-&gt;Electrically-conducting adhesion-promoters -&gt;Device for packaging a lithium battery -&gt;Composite and flexible anodes for lithium cells in non-aqueous medium -&gt;,Method for producing low porosity electrode 
414407476,false,,finalized,5,2/15/2014 21:43:34,-&gt;Optical multiplexing/demultiplexing device with multiple ports -&gt;Multiple-fiber optical component and method for manufacturing of the same -&gt;Optical communication systems using star couplers -&gt;Low loss fused biconical taper optic coupler -&gt;Optical power distributor and method for manufacturing the same -&gt;,0.4,Low loss access coupler for multimode optical fiber distribution systems ,"-&gt;Optical multiplexing/demultiplexing device -&gt;In-line single-mode fiber optic multiplexer/demultiplexer -&gt;Method of making a polarization-insensitive, evanescent-wave, fused -&gt;Method of fabricating a low loss fused biconical taper fiber optic -&gt;",-&gt;Optical multiplexing/demultiplexing device with multiple ports -&gt;Multiple-fiber optical component and method for manufacturing of the same -&gt;Optical communication systems using star couplers -&gt;Bright fiber-free biconically tapered couplers -&gt;Low loss fused biconical taper optic coupler -&gt;Method of fabricating a fused single-mode fiber bidirectional coupler -&gt;,-&gt;Optical multiplexing/demultiplexing device -&gt;In-line single-mode fiber optic multiplexer/demultiplexer -&gt;Optical fiber coupling method and apparatus -&gt;Optical directional coupler and method of manufacture -&gt;,-&gt;Optical multiplexing/demultiplexing device with multiple ports -&gt;Multiple-fiber optical component and method for manufacturing of the same -&gt;Optical communication systems using star couplers -&gt;Low loss fused biconical taper optic coupler -&gt;Method of fabricating a fused single-mode fiber bidirectional coupler -&gt;,-&gt;Optical multiplexing/demultiplexing device with multiple ports -&gt;Multiple-fiber optical component and method for manufacturing of the same -&gt;Optical communication systems using star couplers -&gt;Low loss fused biconical taper optic coupler -&gt;Optical power distributor and method for manufacturing the same -&gt;,Waveguide-type coupler/splitter 
414407477,false,,finalized,5,2/15/2014 21:14:06,-&gt;Electrophotographic devices containing overcoated amorphous silicon -&gt;Electrophotographic photosensitive member and process for production -&gt;,0.4,Compositions,-&gt;Electrophotographic devices containing overcoated amorphous silicon -&gt;Member for electrostatic photocopying with Si.sub.3 N.sub.4-x (0&lt;x&lt;4) -&gt;Electrophotographic photosensitive member and process for production -&gt;,-&gt;Amorphous silicon photoconductive member -&gt;Electrophotographic photosensitive member and process for production -&gt;,-&gt;Electrophotographic devices containing overcoated amorphous silicon -&gt;Photoconductive member with .alpha.-Si(C) barrier layer -&gt;Layered photoconductive member having barrier of silicon and halogen -&gt;Electrophotographic photosensitive member and process for production -&gt;,-&gt;Amorphous silicon electrophotographic photosensitive materials -&gt;Amorphous photoconductive member with .alpha.-Si interlayers -&gt;Electrophotographic photosensitive member and process for production -&gt;,-&gt;Electrophotographic devices containing overcoated amorphous silicon -&gt;Electrophotographic photosensitive member and process for production -&gt;,Photoreceptor for electrophotography 
414407478,false,,finalized,5,2/15/2014 21:14:20,-&gt;Method for error correction in memory system -&gt;Dynamic memory diagnosis and error correction apparatus -&gt;Error logging memory system for avoiding miscorrection of triple errors -&gt;,0.6,Error DetectionCorrection and Fault DetectionRecovery,-&gt;Bad data algorithm -&gt;Three module memory system constructed with symbol-wide memory chips and -&gt;Data storage apparatus -&gt;High speed Hamming code circuit and method for the correction of error -&gt;,-&gt;Bad data algorithm -&gt;Error logging memory system for avoiding miscorrection of triple errors -&gt;,-&gt;Error checking and correction circuitry for use with an -&gt;Device for real-time correction of errors in data recorded on a magnetic -&gt;High speed Hamming code circuit and method for the correction of error -&gt;,-&gt;Method for error correction in memory system -&gt;Dynamic memory diagnosis and error correction apparatus -&gt;Error logging memory system for avoiding miscorrection of triple errors -&gt;,-&gt;Method for error correction in memory system -&gt;Method and device for correcting errors in memories -&gt;Error logging memory system for avoiding miscorrection of triple errors -&gt;,Error detection and correction circuit 
414407479,false,,finalized,5,2/15/2014 21:13:26,"-&gt;Travel convenience and security device -&gt;Portable unit with smoke alarm, clock radio, compass, retractable table, -&gt;Modular personal security device -&gt;Combination smoke and burglar alarm -&gt;Portable, self-powered multiple warning device -&gt;Silent awakening system with means adapted to induce sleep -&gt;",0.4,Horology Time Measuring Systems or Devices,"-&gt;Travel convenience and security device -&gt;Self-contained apparatus for emergency lighting incorporating alarm -&gt;Emergency signaling device -&gt;Modular personal security device -&gt;Combination smoke and burglar alarm -&gt;Portable, self-powered multiple warning device -&gt;Silent awakening system with means adapted to induce sleep -&gt;","-&gt;Portable, self-powered multiple warning device -&gt;Silent awakening system with means adapted to induce sleep -&gt;","-&gt;Portable unit with smoke alarm, clock radio, compass, retractable table, -&gt;Combination electric clock and smoke detector -&gt;Portable, self-powered multiple warning device -&gt;Silent awakening system with means adapted to induce sleep -&gt;","-&gt;Portable unit with smoke alarm, clock radio, compass, retractable table, -&gt;Portable battery powered smoke detector and clock -&gt;Portable, self-powered multiple warning device -&gt;Silent awakening system with means adapted to induce sleep -&gt;","-&gt;Travel convenience and security device -&gt;Portable unit with smoke alarm, clock radio, compass, retractable table, -&gt;Modular personal security device -&gt;Combination smoke and burglar alarm -&gt;Portable, self-powered multiple warning device -&gt;Silent awakening system with means adapted to induce sleep -&gt;",Clock radio gas detector apparatus and method for alerting residents to 
414407480,false,,finalized,5,2/15/2014 21:13:43,-&gt;Progressive scan television system with interlaced inter-field sum and -&gt;Television display with doubled horizontal lines -&gt;,0.4,Method for a compatible increase in resolution in television systems ,-&gt;Method and apparatus for generating progressively scanned television -&gt;Progressive scan television system employing a comb filter -&gt;Television display with doubled horizontal lines -&gt;,-&gt;Progressive scan television system with interlaced inter-field sum and -&gt;Television display with doubled horizontal lines -&gt;,-&gt;Progressively scanned television system with reduced chrominance -&gt;Progressive scan television display system employing interpolation in -&gt;,-&gt;Television receiver that includes a frame store using non-interlaced -&gt;Color television signal processing circuit -&gt;Television display with doubled horizontal lines -&gt;,-&gt;Progressively scanned television system with reduced chrominance -&gt;Progressive scan television receiver for non-standard signals -&gt;Television display with doubled horizontal lines -&gt;,Progressive scan system with field-offset sampling 
414407481,false,,finalized,5,2/15/2014 21:14:18,-&gt;Telephone handset construction -&gt;Telephone handset construction -&gt;Fastening arrangement for a handset case halves -&gt;,0.4,Fastening arrangement in a telephone instrument of the one-piece type ,-&gt;Telephone handset construction -&gt;Telephone handset having housings assembled without mechanical fasteners -&gt;Telephone handset comprising an adapter resiliently fixed for a -&gt;Fastening arrangement for a handset case halves -&gt;,-&gt;Hand set -&gt;Fastening arrangement for a handset case halves -&gt;,-&gt;Telephone handset construction -&gt;Telephone handset construction -&gt;Fastening arrangement for a handset case halves -&gt;,-&gt;Telephone handset construction -&gt;Telephone handset for a telephone set -&gt;Fastening arrangement for a handset case halves -&gt;,-&gt;Telephone handset for a telephone set -&gt;Fastening arrangement for a handset case halves -&gt;,Noise cancelling apparatus for a telephone handset 
414407482,false,,finalized,6,2/15/2014 21:26:18,-&gt;Semiconductor rectifier device with improved cooling arrangement -&gt;,0.3333,Electric Power Conversion Systems,-&gt;Press-packed semiconductor device -&gt;Semiconductor component with a plurality of semiconductor elements -&gt;Semiconductor rectifier housing assembly -&gt;Semiconductor rectifier device with improved cooling arrangement -&gt;,-&gt;Semiconductor rectifier device with improved cooling arrangement -&gt;,-&gt;Press-packed semiconductor device -&gt;Semiconductor unit -&gt;Compression bonded electronic device comprising a plurality of discrete -&gt;High current-rectifier arrangement -&gt;Silicon junction diode rectifier power pack -&gt;,-&gt;Press-packed semiconductor device -&gt;Semiconductor unit -&gt;Semiconductor rectifier housing assembly -&gt;Semiconductor rectifier device with improved cooling arrangement -&gt;,-&gt;Press-packed semiconductor device -&gt;Semiconductor rectifier housing assembly -&gt;Semiconductor rectifier device with improved cooling arrangement -&gt;,High power semiconductor switch module 
414407483,false,,finalized,5,2/15/2014 21:14:08,-&gt;Configurable inverter for 120 VAC or 240 VAC output -&gt;Rectifier able to operate with at least two separate ranges of -&gt;Automatic voltage doubler switch -&gt;Electronically switchable power source -&gt;,0.6,Bridge-doubler rectifier ,-&gt;Configurable inverter for 120 VAC or 240 VAC output -&gt;Rectifier able to operate with at least two separate ranges of -&gt;Electronically switchable power source -&gt;,-&gt;Configurable inverter for 120 VAC or 240 VAC output -&gt;Power supply unit for arc processing -&gt;Power supply with automatic input voltage doubling -&gt;Switched mode power supply -&gt;Electronically switchable power source -&gt;,-&gt;Configurable inverter for 120 VAC or 240 VAC output -&gt;Rectifier able to operate with at least two separate ranges of -&gt;,-&gt;Configurable inverter for 120 VAC or 240 VAC output -&gt;Power supply unit for arc processing -&gt;Power supply with automatic input voltage doubling -&gt;Low/high input voltage power supply -&gt;Electronically switchable power source -&gt;,-&gt;Configurable inverter for 120 VAC or 240 VAC output -&gt;Rectifier able to operate with at least two separate ranges of -&gt;Automatic voltage doubler switch -&gt;Electronically switchable power source -&gt;,110 volt to 200 volt adaptor 
414407484,false,,finalized,5,2/15/2014 21:14:18,-&gt;Method and apparatus for controlling force feedback interface systems -&gt;Telescopic camera mount with remotely controlled positioning -&gt;Single camera three dimensional head position sensing system -&gt;,0.4,Apparatus and method for controlling a cursor on a computer display ,-&gt;Method and apparatus for controlling force feedback interface systems -&gt;Computer interface or control input device for laparoscopic surgical -&gt;Foot-actuated computer game controller serving as a joystick -&gt;Body-mounted video game exercise device -&gt;,-&gt;Force feedback and textures simulating interface device -&gt;Computer data entry and manipulation apparatus and method -&gt;,-&gt;Method and apparatus for controlling force feedback interface systems -&gt;Telescopic camera mount with remotely controlled positioning -&gt;Single camera three dimensional head position sensing system -&gt;,-&gt;Interactive aircraft training system and method -&gt;Force feedback and textures simulating interface device -&gt;Computer data entry and manipulation apparatus and method -&gt;,-&gt;Image control apparatus -&gt;Computer input device using an orientation sensor -&gt;,Input device and method for interacting with motion pictures 
414407485,false,,finalized,5,2/15/2014 21:14:43,"-&gt;Coated chewing gum product with emulsifier subcoat -&gt;Coatings based on polydextrose for aqueous film coating of -&gt;Easily-swallowed, powder-free and gastric-disintegrable aspirin tablet -&gt;Method of coating pharmaceutical solid dosage forms -&gt;",0.6,Stock Material or Miscellaneous Articles,"-&gt;Coated chewing gun products polished with colored wax and method of -&gt;Colored medicinal tablet, natural color pigment and method for using the -&gt;","-&gt;Coated chewing gun products polished with colored wax and method of -&gt;High gloss cellulose tablet coating -&gt;Coatings based on polydextrose for aqueous film coating of -&gt;Dry edible film coating composition, method and coating form -&gt;","-&gt;Coated chewing gun products polished with colored wax and method of -&gt;Coatings based on polydextrose for aqueous film coating of -&gt;Easily-swallowed, powder-free and gastric-disintegrable aspirin tablet -&gt;Method of coating pharmaceutical solid dosage forms -&gt;","-&gt;Coated chewing gum product with emulsifier subcoat -&gt;Coatings based on polydextrose for aqueous film coating of -&gt;Easily-swallowed, powder-free and gastric-disintegrable aspirin tablet -&gt;Method of coating pharmaceutical solid dosage forms -&gt;","-&gt;Coated chewing gun products polished with colored wax and method of -&gt;High gloss cellulose tablet coating -&gt;Dry edible film coating composition, method and coating form -&gt;","Hard coated chewing gum with improved shelf life, with xylitol and "
414407486,false,,finalized,5,2/15/2014 21:14:18,"-&gt;Pedometer for walking, jogging, etc. -&gt;Pedometer -&gt;Runners watch -&gt;",0.6,Bicycle and information-producing assembly carried thereby ,"-&gt;Pedometer for walking, jogging, etc. -&gt;Running type health promoting device -&gt;",-&gt;Exercise measuring instrument -&gt;Runners watch -&gt;,"-&gt;Pedometer for walking, jogging, etc. -&gt;Pedometer -&gt;Method and apparatus for automatic lap counting -&gt;Device for determining the speed, distance traversed, elapsed time and -&gt;Runners watch -&gt;",-&gt;Exercise measuring instrument -&gt;Electronic music pace-counting shoe -&gt;Runners watch -&gt;,"-&gt;Pedometer for walking, jogging, etc. -&gt;Pedometer -&gt;Runners watch -&gt;",Pace display device 
414407487,false,,finalized,5,2/15/2014 21:14:08,-&gt;Level converting bus extender with subsystem selection signal decoding -&gt;Programmable controller with expandable I/O interface circuitry -&gt;Programmable controller for using coded I/O data technique -&gt;Expandable programmable controller -&gt;Digital control system with Boolean processor -&gt;Programmable interface controller for numerical machine systems -&gt;Electrical Computers and Digital Processing Systems  Processing Architectures and Instruction Processing eg Processors-&gt;,0.4,Error DetectionCorrection and Fault DetectionRecovery,-&gt;Multiple block binary synchronous duplex communications system and its -&gt;,-&gt;Level converting bus extender with subsystem selection signal decoding -&gt;Computer system for processing analog and digital data -&gt;Modular programmable controller -&gt;Microprogrammed programmable controller -&gt;Programmable logic controller -&gt;Electrical Computers and Digital Processing Systems  Processing Architectures and Instruction Processing eg Processors-&gt;,-&gt;Level converting bus extender with subsystem selection signal decoding -&gt;Programmable controller with expandable I/O interface circuitry -&gt;Programmable controller for executing block transfer with remote I/O -&gt;Programmable controller with high density intelligent I/O interface -&gt;Data handling module for programmable controller -&gt;Programmable interface controller for numerical machine systems -&gt;Electrical Computers and Digital Processing Systems  Processing Architectures and Instruction Processing eg Processors-&gt;,-&gt;Level converting bus extender with subsystem selection signal decoding -&gt;Programmable controller with expandable I/O interface circuitry -&gt;Programmable controller for using coded I/O data technique -&gt;Expandable programmable controller -&gt;Digital control system with Boolean processor -&gt;Programmable interface controller for numerical machine systems -&gt;Electrical Computers and Digital Processing Systems  Processing Architectures and Instruction Processing eg Processors-&gt;,-&gt;Level converting bus extender with subsystem selection signal decoding -&gt;Computer system for processing analog and digital data -&gt;Modular programmable controller -&gt;Process control system that controls its outputs according to the -&gt;Electrical Computers and Digital Processing Systems  Processing Architectures and Instruction Processing eg Processors-&gt;,Data transmission method and bus extender 
